Dex Number	Name	Variant	Ev. Kind	Ev. Value	Category	Description
118	Goldeen		Level	Slow	Goldfish Pokémon	"Goldeen loves swimming wild and
free in rivers and ponds. If one of
these Pokémon is placed in an
aquarium, it will shatter the glass
with its horn and make its escape."
119	Seaking				Goldfish Pokémon	"In the autumn, Seaking males can
be seen doing courtship dances to
females. After getting a mate both
will be seen swimming powerfully up
rivers and creeks to make their nest."
120	Staryu		Stone	Water Stone	Starshape Pokémon	"They come out to the shore in
great numbers when the sky is full
with stars. The core at its center
glows to communicate with others.
If a part of its body is injured it can
regrow it in a few days."
121	Starmie				Mysterious Pokémon	"This Pokémon has been given the
nickname “the gem of the sea.” It
swims through water by spinning
its star-shaped body as if it were a
propeller on a ship. The core at the
center glows with different colors."
122	Mr. Mime				Barrier Pokémon	"You don’t find this Pokémon, it finds
you. It is really smart and amuses
itself by showing people its power
to create barriers with pantomime.
It creates an invisible box and flees
when you try to figure out the exit."
123	Scyther		Trade	Trade holding an Item	Mantis Pokémon	"It’s pretty rare but a few swarms
have been seen in the grasslands.
It tears and shreds prey with its
wickedly sharp scythes and very
rarely spreads its wings to fly. This
pokemon is stealthy and aggressive."
124	Jynx				Humanshape Pokémon	"It is not common outside cold areas.
This Pokémon is female only. Its cries
sound like human speech. However,
it is impossible to tell what it is trying
to say. The way it moves and talks
induce others to dance."
125	Electabuzz		Trade	Trade holding an Item	Electric Pokémon	"A violent Pokémon. It searches for
spots where it can feed on electricity
and has been seen absorbing lightning
from the sky.
It’s competitive and aggressive with
others."
126	Magmar		Trade	Trade holding an Item	Spitfire Pokémon	"It can be found living in volcanic
areas. In battle, Magmar blows out
intense flames all over its body
to intimidate the opponent. This
creates heat waves that ignite
grass and trees in the surroundings."
127	Pinsir				Stagbeetle Pokémon	"Their pincers are strong enough
to shatter thick logs. Because they
dislike cold, Pinsirs burrow and sleep
under the ground on chilly nights.
They like to eat sap and honey,
but they are aggressive by nature."
127	Pinsir	Mega			Stagbeetle Pokémon	"With the power of the Mega Stone
it develops wings and inhuman
strength. It can lift foes heavier than
itself and still fly with ease. Its mind
is in a constant state of excitement
and it cannot stay still."
128	Tauros				Wild Bull Pokémon	"This is a Male species. They travel in
herds around the plains and fight
each other by locking horns. The
herd’s protector takes pride in its
battle-scarred horns. Miltank is the
female of this species."
129	Magikarp		Level	Slow	Fish Pokémon	"Magikarp is a pathetic excuse of a
Pokémon that is not even good to
eat. It’s only capable of flopping and
splashing. However, it can survive in
any body of water no matter how
polluted it is."
130	Gyarados				Atrocious Pokémon	"It’s rarely seen in the wild. This huge
and vicious Pokémon is known
for the destruction it leaves in its
wake. In ancient literature, there is a
record of a Gyarados that razed a
village when violence flared."
130	Gyarados	Mega			Atrocious Pokémon	"With the power of the Mega Stone
its body suffers a lot of strain,
making it faster and stronger but
also angrier and uncontrollable.
It must have a strong bond or it will
fall into a destructive rampage."
131	Lapras				Transport Pokémon	"People have driven Lapras near the
point of extinction. In the evenings,
this Pokémon is said to sing as it
seeks what few others of its kind
still remain. Their gentle nature has
made them easy to lure and catch."
132	Ditto				Transform Pokémon	"This Pokémon is quite common but
it’s pretty difficult to spot. It can
transform into any other Pokémon
and imitate their behavior. When it
sleeps, it changes into a stone to
avoid being attacked."
133	Eevee		Special	Different Methods	Evolution Pokémon	"This Pokémon is extremely rare to
find. Eevee has an unstable genetic
makeup that suddenly mutates to
fit its environment. Radiation from
various stones causes this Pokémon
to evolve."
134	Vaporeon		With Stone	With Water Stone	Bubble Jet Pokémon	"Vaporeon underwent through a
strange mutation, it grew fins and
gills that allow it to live underwater.
This Pokémon has the ability to
become translucent when it dives
underwater."
135	Jolteon		With Stone	With Thunder Stone	Lightning Pokémon	"This Pokémon evolved after being
affected by electric radiation.
Every hair on its body starts to stand
sharply if it becomes charged with
electricity. It shoots lightning from all
around its body."
136	Flareon		With Stone	With Fire Stone	Flame Pokémon	"A few have been seen in volcanic
areas but just like its counterparts
is more common to see it being the
pet of wealthy people. Its flaming
fur is most appreciated for its warm
glow and silky touch."
137	Porygon		Trade	Trade holding an Item	Virtual Pokémon	"The first case of a man-made
Pokémon created as computer
data. It is capable of reverting itself
into a program in order to enter the
cyberspace. Its software has a firewall
so it cannot be copied."
138	Omanyte		Level	Slow	Spiral Pokémon	"One of the ancient and extinct
Pokémon that have been revived
from fossils by science. If attacked,
it withdraws into its hard shell. It is
not found in the wild anymore, but
fossils can be found in the sea."
139	Omastar				Spiral Pokémon	"An Omastar used its tentacles to
ensnare and capture its prey. It is
believed to have become extinct
because the shell grew too large,
making it slow and ponderous.
It is not found in the wild anymore."
140	Kabuto		Level	Slow	Shellfish Pokémon	"Kabuto is a Pokémon that has
been regenerated from a fossil.
However, in extremely rare cases,
living specimens have been found.
The Pokémon has not changed at
all for 300 million years."
141	Kabutops				Shellfish Pokémon	"Kabutops swarmed underwater
to hunt for prey. It was apparently
evolving from being a water dweller
to living on land. It’s evident from
the changes in its gills and legs.
Its fossils suggests it was aggressive."
142	Aerodactyl				Fossil Pokémon	"A vicious Pokémon from the distant
past. It appears to have flown by
spreading its wings and gliding.
One has been revived from a fossil.
It’s very dangerous; it attacks with
the intent to tear apart its victims."
142	Aerodactyl	Mega			Fossil Pokémon	"With the power of the Mega Stone
it restores the original appearance
it had millions of years ago with
its body covered in sharp rocks. It
is very aggressive and will attack
anything that moves."
143	Snorlax				Sleeping Pokémon	"Snorlax's typical day consists of
eating and sleeping. It is such a
docile Pokémon that children use
its big belly as a place to play. It only
attacks when it’s awoken harshly.
Fortunately it is a heavy sleeper."
144	Articuno				No Data	"Rumor has it that one appeared
during a blizzard in front of two lost
hikers who followed its glistening
trail until they found the main road.
Others say its silhouette can be
seen during raging snow storms."
145	Zapdos				No Data	"The myth tells of a bird who lived
inside the thunderstorms of the
region. It covered itself in lightning
while flying in the dark clouds. A news
report said it was involved in the
closure of an energy plant."
146	Moltres				No Data	"The legend speaks of a bird who
came flying from the south. Its fiery
body melted the snow and brought
the spring along. A children‘s book
depicts a similar Pokémon living
inside of a volcano."
147	Dratini		Level	Slow	Dragon Pokémon	"Up until recently its existence was
debated as being a mere legend,
then a small colony was found
underwater. It is still extremely rare
to find. It sheds skin and grows larger
every day."
148	Dragonair		Level	Slow	Dragon Pokémon	"It is said to live in seas and lakes.
Even though it has no wings, it has
been depicted flying. There were
legends of this Pokémon controlling
the weather and ending the storms
to leave a rainbow behind."
149	Dragonite				Dragon Pokémon	"Very few people have ever seen this
Pokémon. Its intelligence matches
that of humans. There are records of
a Pokémon with a similar description
that helped rescue a ship full of
people during a hurricane."
150	Mewtwo				No Data	"An article in a science magazine
talked about how much cloning
research was progressing, but...
could it be?"
150	Mewtwo	Mega Y			No Data	"With the power of the Mega Stone
its body got smaller but its power
grew immensely. It can blow up even
a skyscraper with just its thoughts"
150	Mewtwo	Mega X			No Data	"The power of the Mega Stone
was absorbed into its muscles if it
grapples you and its psychic force
does not crack you its strong arms
will."
151	Mew				No Data	"Recent investigations declare that
this Pokémon could be the common
ancestor of all actual Pokémon, but
it has been extinct for centuries.
Some people claim to have seen
one to get their 15 minutes of fame."
152	Chikorita		Level	Medium	Leaf Pokémon	"It is docile and loves to bathe in the
sunlight. It waves its leaf around
to keep foes at bay. The sweet
fragrance from its leaf, has a strong
calming and relaxing effect on
people and Pokémon."
153	Bayleef		Level	Medium	Leaf Pokémon	"A spicy fragrance emanates from
around its neck that makes it feisty
and impetuous. It sheds its leaves
every couple of weeks after the
aroma diminishes and its mood also
becomes calmer."
154	Meganium				Herb Pokémon	"Meganium's breath has the power
to revive dead grass and plants.
The aroma that comes from its
petals contains a substance that
calms aggressive feelings and helps
others to restore health."
155	Cyndaquil		Level	Medium	Fire Mouse Pokémon	"A shy and elusive Pokémon.
The flames from its back protect it.
They’ll burn vigorously if Cyndaquil
is angry otherwise they’ll remain
unlit. It lives in hot dens inside of
mountains and volcanoes."
